name,rating,type
Singletree Bourbon,4.0,Single Malt
Craigellachie 11 years,4.0,Single Malt
Agavero Original Tequila Liqueur,4.0,Single Grain
Glendronach 1995 19 year Cask 3292,4.0,Single Malt
Glengoyone Cask Strength Batch 5,4.0,Blended Malt
Nonino Grappa Lo Chardonnay,4.0,Bourbon
Lazzaroni Limoncino,4.0,Rye
Clés des Ducs XO Armagnac,4.0,Single Malt
Bareksten,4.0,Bourbon
Bareksten,4.0,Single Malt
Carn Mor Ben Nevis 16 YO,4.0,Single Malt
Glenugie,4.0,Bourbon
Vecchia Romagna Riserva,4.0,Cognac
Vecchia Romagna,4.0,Cognac
Glendalough Rose Gin,4.0,Aged Rum
Noilly Prat - Original Dry Vermouth,4.0,Modern Gin
Black Patch Rye,4.0,White
Nonino Grappa Riserva,4.0,Blended Malt
Hyde No.3 The Aras Cask,4.0,Flavored Rum
Glenn's Creek OCD #5,4.0,Corn
Glenn's Creek OCD #5,4.0,Aged Rum
Ron Mulata de Cuba Añejo 7 Años,4.0,Single Malt
Marie Duffau Hors d’Âge Armagnac,4.0,Other Liqueurs
Hogback High-Rye Bourbon Whiskey,4.0,Corn
Chase Elderflower Liqueur,4.0,Fruit Liqueurs
Chase Sloe & Mulberry Gin,4.0,Rye
Chase Marmalade Vodka,4.0,Other Liqueurs
Chase Original Potato Vodka,4.0,Tennessee
Chase Rhubarb & Bramley Apple Gin,4.0,Unflavored Vodka
Chase Oak Smoked Vodka,4.0,Rye
Chase Rhubarb Vodka,4.0,Flavored Vodka
Chase Rhubarb Vodka,4.0,Flavored Vodka
Chase Pink Grapefruit & Pomelo Gin,4.0,Rye
Glenlossie 1992 24 Year Cask #3449 Un-Chillfiltered Collection (Signatory) TWE Exclusive ,4.0,Single Malt
Black Dirt Bourbon Batch #13,4.0,Other Brandy
Miss Paris,4.0,Single Malt
Tamdhu Batch Strength Batch 003,4.0,Single Malt
Benromach Peat Smoke 2008,4.0,Single Malt
Thirteenth colony sour mash bourbon whiskey,4.0,Bourbon
Humphreys Malt Whiskey,4.0,Bourbon
Balcones Texas Single Malt Rum Cask Finished,4.0,Tequila Añejo
Breckenridge distillery Chili Chile vodka,4.0,Flavored Vodka
Breckenridge distillery Chili Chile vodka,4.0,Flavored Vodka
Desert King Wheat Whiskey,4.0,Flavored Vodka
Park Rye,4.0,Unflavored Vodka
Bruichladdich 10 Year (Old Label),4.0,Bourbon
"Craigellachie 12 Year ""Fire"" Old Particular (Douglas Laing)",4.0,Single Malt
Writers’ Tears Copper Pot Deau XO Cognac Cask Finish,4.0,Single Malt
Helsinki Whiskey Rye Malt Small Batch,4.0,Single Malt
Yahara Bay Extra Dry Gin,4.0,Single Malt
Double Eagle Very Rare Bourbon,4.0,Flavored Whiskey
Rich & Rare Reserve,4.0,Blended
Old Carter Rye Batch 2,4.0,Bourbon
Old Carter Rye Batch 2,4.0,Nut Liqueurs
Still Austin Mother Pepper Whiskey,4.0,American Single Malt
Still Austin Daydreamer,4.0,Flavored Rum
Still Austin Texas Rye Gin,4.0,Dairy/Egg Liqueurs
Still Austin Whiskey New Make,4.0,Flavored Whiskey
Glenrothes Single Cask # 5465,4.0,Other Whiskey
Azimut,4.0,Rye
Manifest 10yr Single Barrel,4.0,Rye
Jim Beam Distiller’s Masterpiece 18yr Cognac Finished ,4.0,Fruit Liqueurs
Trader Joe’s Highland Single Malt Scotch Whisky Aged 10 Years,4.0,Blended American Whiskey
Tekali Licor de Cafe al Tequila,4.0,Aged Rum
Tekali Licor de Cafe al Tequila,4.0,Bourbon
Sombrero Negro,4.0,Flavored Whiskey
Southwell 12 Yr Bourbon ,4.0,White
Red Eye Louie's Vodquila,4.0,Bourbon
Jim Beam Distiller’s Masterpiece 20yo Port Cask Finish ,4.0,Old Tom Gin
Old Carter Rye,4.0,Bourbon
Suntory Royal Year of the Boar,4.0,Bourbon
Baron Otard XO Gold,4.0,Flavored Whiskey
Mammoth Distilling Borrowed Time Straight Bourbon 10 Year,4.0,Single Malt
1960 Wakatsuru Saburomaru 55 Year Old,4.0,Single Malt
Matsui Peated,4.0,Single Malt
Matsui Peated,4.0,Cognac
Matsui Mizunara Cask,4.0,Aged Rum
Matsui Sakura Cask,4.0,Unflavored Vodka
45th PARALLEL VODKA,4.0,Flavored Vodka
"PAU ""MAUI"" VODKA",4.0,Bourbon
Godiva White Chocolate Liqueur,4.0,Blended
Lauder's Blended Scotch Whisky,4.0,Flavored Gin
Trader Joe's Single Malt Irish Whiskey 15yr,4.0,Mezcal Joven
Monarch of the Glen 8 Year,4.0,Single Malt
Michael Collins Blended Whiskey,4.0,Flavored Rum
W.H. Harrison Presidential Reserve,4.0,Rhum Agricole Vieux
W.H. Harrison Presidential Reserve,4.0,Tequila Extra Añejo
Meaghers Triple Sec,4.0,Bourbon
Celtic Honey Irish Honey Liqueur,4.0,Bourbon
Needle Blackforest,4.0,Blended
Chichibu single sherry cask for Velier,4.0,Barrel-Aged Vodka
Clonakilty Single Batch Irish Whiskey,4.0,Single Malt
Omar Cask Strength ,4.0,Other Liqueurs
Wortegemsen,4.0,Aged Rum
Black Bull 10 Year,4.0,Amaro
Copperworks American Single Malt Release No. 19,4.0,Non-Potable Bitters
Francois Voyer XO Gold,4.0,Herbal/Spice Liqueurs
Francois Voyer XO Gold,4.0,Mezcal Joven
Akashi sommelier series - pinot noir wine cask finish,4.0,Fruit Liqueurs
Braunstein Niels Juel Akvavit,4.0,Bourbon
BleuRoyal Gin,4.0,Blended
The Akkeshi New Born 2018 peated ,4.0,Single Malt
Yamato Whisky small batch,4.0,Bourbon
Crown XR  A Rate Batch of LaSalle,4.0,Blended
Westchester Rye Whiskey,4.0,Bourbon
Coal Ila Distillery Exclusive Bottling,4.0,Bourbon
Alpha Noble,4.0,Tequila Añejo
Xicaru Reposado,4.0,Tequila Reposado
Xicaru Reposado,4.0,Peated Single Malt
Havana Club Ritual Cubano,4.0,Unflavored Vodka
Partisan Vodka 40,4.0,London Dry Gin
Comtal VS Fine Armagnac,4.0,Distilled Gin
Proof Crooked Furrow Double Barrel,4.0,Single Malt
"Oh Julia, I‘m blind. ",4.0,Single Malt
Haswell,4.0,Single Malt
Four Roses Limited Edition Small Batch Bourbon (2012),4.0,Tequila Reposado
Mermaid Spirits Martinique Style White Rum,4.0,Single Malt
Yamazakura Pure Malt Whisky,4.0,Single Grain
Torquay,4.0,Dairy/Egg Liqueurs
Torquay,4.0,Flavored Gin
Woodford Reserve Distiller’s Select Batch 1813,4.0,Canadian
Ichiro's Malt Chichibu The Peated 2018,4.0,Peated Single Malt
Chichibu The Peated 2018,4.0,Blended
Tia Maria ,4.0,Aged Rum
Galliano Black Sambucca,4.0,Single Malt
Port Ellen 22 Years (1978) Rare Malts Selection,4.0,Single Malt
Glen Moray Elgin Heritage 12 Year,4.0,Blended
Hibiki 35,4.0,Peated Single Malt
The Macphail's Collection from Tamdhu Distillery 8 years,4.0,Anise Liqueurs
Fighting Cock Kentucky Straight Bourbon,4.0,Other Whiskey
Fighting Cock Kentucky Straight Bourbon,4.0,Fruit Liqueurs
Gray Duck Vodka,4.0,Bourbon
Angel's Envy Bourbon Finished in Oloroso Sherry Casks,4.0,Amaro
IronRoot Harbinger XC,4.0,Single Malt
Caol Ila 7 Year 2011 Hepburn's Choice (Hunter Laing),4.0,Single Malt
Ben Nevis 1996 18 Year Cask #10503 Old Malt Cask (Hunter Laing),4.0,Bourbon
Frysk Hynder (Cognac Cask),4.0,Peated Blended Malt
Manatawny Apple Brandy,4.0,Mezcal Reposado
The Macallan Speymalt (1991) Gordon & Macphail,4.0,Single Malt
Bluebird Single Malt,4.0,Flavored Rum
Fortaleza Blanco Still Strength Tequila,4.0,Peated Single Malt
Fortaleza Blanco Still Strength Tequila,4.0,Single Malt
Glen Turner Heritage Double Cask,4.0,Rye
T. W. Samuels,4.0,Blended Malt
King’s county Single Malt,4.0,Flavored Whiskey
Arbutus Distillery Canadian Single Malt Whiskey,4.0,Bourbon
Daftmill 2006 Winter Batch Release (UK),4.0,Single Malt
Devil’s Juice #5,4.0,Single Malt
Lagavulin 2000 Distillers Edition (Bottled 2016),4.0,Blended
Kingsbarns Dream to Dram,4.0,Blended American Whiskey
Uncle Nearest 1820 Nearest Green Edition Single Barrel US 2,4.0,Dark Rum
Elijah Craig Small Batch 10 Year Crossroads Hy-Vee store pick,4.0,Aged Rum
Elijah Craig Small Batch 10 Year Crossroads Hy-Vee store pick,4.0,Peated Single Malt
Old Parr Silver,4.0,Blended
Real Minero Largo,4.0,Aged Rum
1220 Spirits Origin Gin,4.0,Blended Malt
Bully Boy Estate Gin,4.0,Blended
Timboon Distillery “Christie’s Cut”,4.0,Single Malt
Timboon governors reserve,4.0,Single Malt
Collabor&tion Straight Bourbon Finished in Muscat Mistelle Barrels,4.0,Dark Rum
Heritage Dual Barrel Rye,4.0,Other Liqueurs
Pennsylvania Dutch Egg Nog,4.0,Aged Rum
Uncle Nearest 1820 Nearest Green Edition Single Barrel US 1,4.0,Single Malt
Uncle Nearest 1820 Nearest Green Edition Single Barrel US 1,4.0,Barrel-Aged Vodka
Sharish Blue Magic Gin,4.0,Single Malt
Eiko,4.0,Flavored Vodka
Etsu Japanese Gin,4.0,Single Malt
Svedka Rosé,4.0,Non-Potable Bitters
Oregon Spirit Rye,4.0,Blended American Whiskey
Mt.Logan 5 year old Canadian Rye Whiskey,4.0,Herbal/Spice Liqueurs
Jean-Marc XO Vodka,4.0,Herbal/Spice Liqueurs
Stark Spirits,4.0,Bourbon
10th Mountain Cordial,4.0,Bourbon
10th Mountain Vodka,4.0,Tequila Blanco
10th Mountain Vodka,4.0,Non-Potable Bitters
Letherbee Gin Autumnal 2018,4.0,Non-Potable Bitters
Boot Hill Distillery Gin,4.0,Single Malt
Capel Moai Reservado Pisco,4.0,Non-Potable Bitters
Kimerud Wild Grade Gin,4.0,Herbal/Spice Liqueurs
Buffalo Trace Experimental Collection Seasoned Staves 48 Months,4.0,Bacanora Añejo
Buffalo Trace Experimental Collection Seasoned Staves 36 Months,4.0,Single Malt
Glendalough Triple Barrel Single Grain,4.0,Aged Rum
Joe Morgan's Rye Whiskey,4.0,Cognac
Central Standard Rye Whiskey,4.0,Rhum Agricole Blanc
Spruce Creek High Country Rye ,4.0,Distilled Gin
Spruce Creek High Country Rye ,4.0,Aged Rum
Monkey 47 Sloe Gin,4.0,Canadian
Jodhpur London Dry Gin,4.0,Bourbon
Berkeley Square ,4.0,Wheat Whiskey
Herbie Gin Export,4.0,Distilled Gin
"Laphroaig hogshead 14 years, 2004",4.0,Rye
Smooth Ambler Old Scout Single Barrel Select,4.0,Aged Rum
Yellowfin ,4.0,Bourbon
Sol de Mexico ,4.0,Rhum Agricole Vieux
Jameson 15 year old A Millar Bottling (1950s),4.0,Bourbon
Powers Single Cask Release 14 years,4.0,Distilled Gin
Powers Single Cask Release 14 years,4.0,Distilled Gin
Tomatin 36 Year,4.0,Aged Rum
Midleton Very Rare 1998,4.0,Aged Rum
Midleton Academy Single Pot Still edition 1,4.0,Aged Rum
Jameson Very Special Old Whiskey 15 years,4.0,Cognac
Midleton Single Cask 1992 Pot Still,4.0,Distilled Gin
Teeling The Liberties Single Malt 11th Edition,4.0,Mezcal Joven
Dingle Single Pot Still Batch No. 2,4.0,Flavored Whiskey
Tequila Revolución Blanco,4.0,Flavored Whiskey
Ron Anejo Pampero Aniversario ,4.0,Flavored Whiskey
Opthimus 25-Year Malt Whiskey Finish,4.0,Other Whiskey
Opthimus 25-Year Malt Whiskey Finish,4.0,Bourbon
Cognac Park Borderies Mizunara,4.0,Bourbon
Limestone Branch Experimental Collection 100% Malted Rye Single Barrel,4.0,Aged Rum
13th Century Bourbon ,4.0,Spiced Rum
Krogman’s Bourbon,4.0,Barrel-Aged Gin
Paddy’s devil apple,4.0,Distilled Gin
Red Turtle Vodka,4.0,Flavored Whiskey
Tamdhu 12 Year,4.0,American Single Malt
Larceny Barrel Proof Single Barrel,4.0,Single Malt
Yellow Rose Rye Whiskey Maple Finish,4.0,Bourbon
Kamchatka ,4.0,Single Malt
Kamchatka ,4.0,Blended
Warner's Rhubarb Gin,4.0,Single Malt
Walker’s DeLuxe Bourbon,4.0,Peated Single Malt
CH Dark Matter Coffee Liqueur,4.0,Aged Rum
Lark single malt limited edition,4.0,Single Malt
Redlands The Old Stable,4.0,Flavored Whiskey
Mayor Pingree Rye,4.0,Bourbon
Bigallet China-China,4.0,Single Malt
Fuyu,4.0,Mezcal Joven
Strathmill 25 Year,4.0,Single Malt
Springbank 20 Year Single Rum Cask,4.0,Single Malt
Springbank 20 Year Single Rum Cask,4.0,Bourbon
Moon Harbour Pier 2 Blended Malt Whisky,4.0,Tequila Reposado
Gentry Bourbon,4.0,London Dry Gin
LEGEND OF KREMLIN,4.0,Calvados
Ironroot Republic Harbinger,4.0,Flavored Vodka
King’s Creek Tennessee Sour Mash Whiskey ,4.0,Flavored Vodka
"Maker's Mark Traveler's Exclusive, 101 Proof",4.0,Canadian
Breaker Bourbon - Port Barrel Finished,4.0,Aged Rum
Allt A Bhainne 1995 21 Year Old Particular (Douglas Laing),4.0,Single Malt
Daniel bouju,4.0,Single Malt
Glen garioch 16,4.0,American Single Malt
Glen garioch 16,4.0,Aged Rum
Deux Freres ,4.0,Bourbon
Black Button All American Corn Vodka,4.0,Unflavored Vodka
Osmoz,4.0,Blended American Whiskey
The Dubliner 10 Year Single Malt,4.0,Tequila Reposado
SMIRNOFF NORTH,4.0,Bourbon
Fütyülös Csokis Mogyoro,4.0,Blended
Havana Club Añejo Especial,4.0,Tequila Blanco
Baileys Chocolat Luxe,4.0,Bourbon
Papidoux Calvados Vsop,4.0,Other Whiskey
Moskovskaya Vodka Original,4.0,Bourbon
Moskovskaya Vodka Original,4.0,Bourbon
Admiral Vernon,4.0,Grappa/Marc 
Flimm Waldmeister Likör,4.0,Tequila Añejo
Osborne Brandy Veterano Reserva ,4.0,Single Malt
Martini Rosso LT.,4.0,Tequila Extra Añejo
Hullmann Charge 15,4.0,Tequila Añejo
Krämer Dry Gin,4.0,Blended
Glengoyne sherry butt 2000 Single cask ,4.0,Single Malt
Rum Millonario 10 anniversario reserva ,4.0,Bourbon
Ron Zacapa 15 Sistema Solera ,4.0,Modern Gin
Ben Bracken Speyside Single Malt,4.0,Single Malt
Ben Bracken Speyside Single Malt,4.0,Aged Rum
Adler Berlin Dry Gin,4.0,Spirit
Killepitsch,4.0,Single Malt
Wodka Gorbatschow,4.0,Bourbon
Woodwinters Isle Solera 16 Year,4.0,Single Malt
Teerenpeli Distiller's Choice Rasi ,4.0,Rye
Talisker Friends of the Classic Malts ,4.0,Single Malt
Stork Club Straight Rye,4.0,Aged Rum
Balnellan,4.0,Bourbon
Spirit of Hven Seven Stars No.2 Merak,4.0,Aged Rum
White Birch,4.0,Flavored Whiskey
White Birch,4.0,Aged Rum
Smogen 3 Year Old 2011 - Cask 20/2011,4.0,Single Malt
James E. Pepper 3 Year Old Oloroso Cask Finish (That Boutique-y Whisky Company),4.0,Gold Rum
Heritage American Whiskey ,4.0,Aged Rum
Amores,4.0,Peated Single Malt
Lagrimas de Dolores,4.0,Peated Single Malt
Caol Ila 1996 20 Year Rare Select (Montgomerie’s),4.0,Single Malt
WhiskeyDick Cherry,4.0,Single Malt
Caermory 21 year,4.0,Unflavored Vodka
Black Tartan,4.0,Cognac
"Batshit Mental Ideas Peaty, Sherry Cask Finished Blended Malt Whisky",4.0,Aged Rum
"Batshit Mental Ideas Peaty, Sherry Cask Finished Blended Malt Whisky",4.0,Single Malt
Pasquinet Cognac XO,4.0,Gold Rum
Ambassador Twenty Five,4.0,Aged Rum
Iron Fish Maple Bourbon,4.0,Aged Rum
Ole smoky Tennessee mango habanero,4.0,Bourbon
Grand Teton Huckleberry Vodka,4.0,Mezcal Reposado
Grand Teton Vodka,4.0,Mezcal Reposado
Grand Teton Catamount Whiskey,4.0,Rye
Black Eagle Bourbon Whiskey,4.0,Single Malt
Henry Clay Rye,4.0,Single Malt
Wenneker Zeer Oud,4.0,Blended Malt
Wenneker Zeer Oud,4.0,Single Malt
Canning’s gin,4.0,Blended American Whiskey
MB Roland Kentucky Straight Bourbon Whiskey (Batch 52),4.0,Canadian
Stillwrights Bourbon,4.0,Single Malt
Sugar house american single malt whisky,4.0,Blended
Napoleon Brandy XO,4.0,Single Malt
James Henry Rye Whisky,4.0,Single Malt
Old Pepper Single Barrel,4.0,Single Malt
Worthy Park Madeira Cask Finish Rum,4.0,Flavored Whiskey
The Black Douglas,4.0,Bourbon
Knocklofty “O” Orange Liqueur ,4.0,Bourbon
Knocklofty “O” Orange Liqueur ,4.0,Bourbon
Knocklofty Mulberry Garden Gin ,4.0,Blended Malt
KIS Whisky Barrel Aged Gin,4.0,Bourbon
Dartigalongue Armagnac 1988 ,4.0,Gold Rum
Hemp Gin,4.0,Other Brandy
Anther Gin,4.0,Cognac
Beacon american whiskey,4.0,Bourbon
Bare Knuckle American Wheat Whiskey,4.0,Single Malt
Skaalvenn Vodka,4.0,Peated Single Malt
Hyde No.5 the Aras Cask,4.0,Modern Gin
Highland Park Hjärta,4.0,Bourbon
Highland Park Hjärta,4.0,Aged Rum
Jameson Caskmates DevilCraft Brewing Co. Edition,4.0,Flavored Gin
Jameson  Caskmates Tokyo Edition,4.0,Unflavored Vodka
W.B. Saffell Kentucky Straight Bourbon,4.0,Distilled Gin
Linie Aquavit,4.0,Aged Rum
Yukon Jack,4.0,Bourbon
Bon Accord Highland Single Malt (Alexander Murray & Co.),4.0,Tequila Extra Añejo
IronRoot Republic Promethean,4.0,Modern Gin
Suau Solera Privada 50 ,4.0,Bourbon
Miltonduff 1984 33 Year Cask #10013 (Duncan Taylor),4.0,Other Sugarcane
The Brothers Vilgalys Krupnikas ,4.0,Other Sugarcane
The Brothers Vilgalys Krupnikas ,4.0,Single Malt
Emulsion New American Gin,4.0,Rye
Tiny Cat,4.0,Bacanora Blanco
Two Shots Bourvin,4.0,Single Malt
Conniption American Dry Gin,4.0,Aged Rum
Kill Devil Silver Rum,4.0,Rye
Dimensions Linkwood 22 year ,4.0,Bourbon
The Ardmore 20 years Vintage 1996,4.0,Bourbon
Infuse Broken Barrel Cask Strength,4.0,Aged Rum
Boone County Single Barrel 12 Year,4.0,Dairy/Egg Liqueurs
Kirkland Signature Irish Whiskey,4.0,Single Malt
Kirkland Signature Irish Whiskey,4.0,Aged Rum
Jollite Armagnac VSOP,4.0,Grappa/Marc 
Clément Rhum Agricole Blanc,4.0,Single Malt
Dillon Rhum Blanc Agricole,4.0,Rye
Dogfish Head Analog Vodka,4.0,Bourbon
Mississippi River Distilling Company Apple Cider Flavored Whiskey,4.0,Canadian
Mississippi River Distilling Company Schaarski's Krupnikas,4.0,Single Malt
Mississippi River Distilling Company River Pilot Vodka,4.0,Blended
Mississippi River Distilling Company River Rose Gin ,4.0,Blended
Second Sight Oak Eye Wheat - Kentucky Bourbon Whiskey,4.0,Peated Single Malt
George Remus 95% Straight Rye Whiskey,4.0,Cognac
George Remus 95% Straight Rye Whiskey,4.0,Peated Single Malt
Wigle Landlocked Spiced Rum,4.0,Cognac
Door County Distillery Cherry Brandy,4.0,Tennessee
1889 Royal VS,4.0,Distilled Gin
Wigle Monongahela Straight Rye Whiskey,4.0,Single Malt
Macieira,4.0,Single Malt
Nathan Stone's Private Stock,4.0,Bourbon
Jefferson's Presidential Select 20 Year,4.0,Rye
Plantation 2005 Guyana Rum,4.0,Flavored Whiskey
O’Danagher’s American Hibernian Triple Distilled,4.0,Blended
Harlen D Wheatley's CLIX,4.0,Blended
Harlen D Wheatley's CLIX,4.0,Single Malt
Craigellachie 17 year old exceptional cask series,4.0,Distilled Gin
Pinckney Bend corn whiskey,4.0,Single Malt
Glentauchers 1994,4.0,Single Malt
Cleveland Underground Bourbon Whiskey Finished with Apple Wood,4.0,Bourbon
Romana sambuca liquore Classico,4.0,Bourbon
O. Z. Tyler Small Batch Reserve Original Bourbon Whiskey (Discontinued),4.0,Bourbon
Joe Morgan's Bourbon Whiskey,4.0,Other Brandy
Jeremiah Weed The curious spiced whiskey,4.0,Aged Rum
Pinhook Straight Bourbon Whiskey,4.0,Other Brandy
Bruichladdich 1990 (Scott’s Selection),4.0,Single Malt
Bruichladdich 1990 (Scott’s Selection),4.0,Single Malt
Chicken Cock Heritage Reserve,4.0,Single Malt
Wyoming Whiskey Private Stock Bourbon Whiskey,4.0,Bourbon
Midnight Moon Moonshine,4.0,Other Whiskey
Southwell,4.0,Bourbon
Dry Fly Straight Washington Bourbon 101 3 Year,4.0,Anise Liqueurs
Backcountry Unfiltered Straight Bourbon Whiskey ,4.0,Anise Liqueurs
New Southern Revival Rye Whiskey,4.0,Flavored Vodka
Toguchi Whiskey,4.0,Single Grain
Plantation Guatemala XO Single Cask,4.0,Other Whiskey
Audemus Pink Pepper Gin,4.0,Bourbon
Audemus Pink Pepper Gin,4.0,Bourbon
The six isles pomerol cask finish,4.0,Fruit Liqueurs
Aberlour 20 Year Single Cask Edition,4.0,Fruit Liqueurs
Beam's 8 Star Whiskey ,4.0,Bourbon
Chivas Regal 18 Year First-Fill French Oak Finish,4.0,Bourbon
James F. C. Hyde 1857 Original Sorgho Whiskey,4.0,Bitter Liqueurs
Tom’s Town The Machine No.4,4.0,Bourbon
Francois voyer. Creme de poorer au cognac,4.0,Tequila Reposado
Don Pedro ,4.0,Tequila Añejo
Cielito lindo,4.0,Tequila Reposado
E & J XO Extra Smooth Brandy,4.0,Single Malt
E & J XO Extra Smooth Brandy,4.0,Bourbon
Brighton Gin,4.0,Tequila Blanco
Jameson Caskmates Great Divide Edition,4.0,Tequila Extra Añejo
Stonehammer Kentucky Straight Bourbon Whiskey,4.0,Blended Malt
Jack Daniel's 100 proof Sour MASH Bottled in bond,4.0,Tequila Extra Añejo
Whistlepig Old World Cask Finish Bespoke Blend,4.0,Tequila Blanco
Rumple Minze Peppermint Schnapps,4.0,Bourbon
Dubonnet Rouge,4.0,Aged Rum
Scratch Barrel-Finished Vodka With Natural Pepper Flavor,4.0,Aged Rum
Càrn Mòr Strictly Limited Islay,4.0,Aged Rum
Heritage Distilling BSB 103,4.0,Aged Rum
Heritage Distilling BSB 103,4.0,Unflavored Vodka
Tuve Fernet,4.0,Aged Rum
Doc Swinson’s,4.0,Bourbon
Ben Bracken Islay Single Malt,4.0,Aged Rum
Inchgower 1993 Managers' Choice,4.0,Aged Rum
Botucal Reserva Exclusiva,4.0,Other Sugarcane
Red Bartlett Williams,4.0,Unflavored Vodka
Buckshee straight bourbon whiskey,4.0,Canadian
Avril,4.0,Spiced Rum
Violette,4.0,Blended
Nairi,4.0,Mezcal Joven
Nairi,4.0,Distilled Gin
Chicken Cock Bootlegger’s Reserve,4.0,Peated Single Malt
Covington Gourmet Vodka ,4.0,Flavored Whiskey
Sutler’s Gin,4.0,Blended
Balmenach 2001 14 Year Old Malt Cask (Hunter Laing),4.0,Bourbon
El Ron Prohibido Solera 15,4.0,Blended
The Lakes Rhubarb & Rosehip Gin Liqueur,4.0,Single Malt
The Lakes Rhubarb & Rosehip Gin Liqueur,4.0,Rye
Have a shot of Freedom,4.0,Single Malt
Los Danzantes añejo,4.0,Rye
Wire works American gin,4.0,Bourbon
Wire works American gin,4.0,Single Malt
Dr McGillicuddy’s Intense Butterscotch ,4.0,Tequila Extra Añejo
Wild Roots,4.0,Modern Gin
Mcguinness Amaretto Dell Amorosa,4.0,Single Malt
Maracame Anejo,4.0,Tennessee
Aikan Blend Collection No. 1,4.0,Bourbon
Le Tourment Vert,4.0,Bourbon
Godiva Chocolate Liqueur,4.0,Dark Rum
Arvest XO,4.0,Cognac
Barrell Bourbon Batch 008B,4.0,Rye
Pure Taste Bourbon Cask,4.0,Other Whiskey
Pure Taste Bourbon Cask,4.0,Bourbon
Pure Taste Anker Cask,4.0,Single Malt
McKenzie Single Barrel Bourbon ,4.0,Bourbon
Distiller's reserve gin,4.0,Pisco 
The Dark Door,4.0,Dark Rum
Cadée Cascadia,4.0,Bourbon
Blue Spirits Straight Bourbon Whisky ,4.0,Rye
Hogback High-Corn Bourbon,4.0,Rye
Heritage Distilling Batch No. 12 Bourbon,4.0,Bourbon
Dartigalongue Armagnac XO,4.0,Aged Rum
Boulder Bourbon,4.0,Canadian
Boulder Bourbon,4.0,Single Malt
Tann’s,4.0,Gold Rum
Montauk hard label whiskey,4.0,Mezcal Joven
ESMÉ,4.0,Single Malt
Belle Meade Single Barrel Bourbon 9 Year,4.0,Bourbon
Sagamore Spirit Rye American Whiskey Cask Strength,4.0,Aged Rum
Louis Jolliet VSOP Cognac,4.0,Aged Rum
El Dorado Rum Cream,4.0,Aged Rum
Carolans Original Irish Cream,4.0,London Dry Gin
Knappogue Castle Special Barrel Release 12 Year Old Single Malt Irish Whiskey,4.0,Tennessee
Douglas & Todd Small Batch Bourbon Whiskey,4.0,Flavored Gin
Douglas & Todd Small Batch Bourbon Whiskey,4.0,Flavored Gin
Glen Breton 14 years,4.0,Other Whiskey
Hellyers Road,4.0,Single Malt
Barrel Raider,4.0,Single Malt
Cardinal American Dry Gin,4.0,Single Malt
Salamander Handcrafted Vodka,4.0,Distilled Gin
Aberfeldy 21 Madeira Cask,4.0,Single Malt
Republic Whiskey,4.0,Single Malt
Quinn’s Barrel Rested Poitin,4.0,Unflavored Vodka
Dunville’s Three Crowns Peated,4.0,Bourbon
Giffard Banane du Brésil,4.0,Single Malt
Giffard Banane du Brésil,4.0,Rye
Midleton Very Rare 2015,4.0,London Dry Gin
Dampfwerk London Dry Gin,4.0,Cognac
Skaalvenn Straight Bourbon,4.0,Cognac
Saint Paul Straight Bourbon Whiskey,4.0,Single Malt
Studio Distilling Rye Malt Whiskey,4.0,Single Malt
Prototype Series: Rye Whiskey,4.0,Peated Single Malt
Minnesota 13,4.0,Peated Single Malt
Bondi Bourbon Whiskey,4.0,Distilled Gin
Brother Justus Single Malt American Whiskey,4.0,Peated Single Malt
Brother Justus Single Malt Silver Whiskey,4.0,Rye
Brother Justus Single Malt Silver Whiskey,4.0,Blended Malt
Tattersall Straight Rye Whiskey,4.0,Single Malt
Blaum Bros. OldFangled Knotter Bourbon 12 Year,4.0,Single Malt
"Colonel E. H. Taylor, Jr. Old Fashioned Sour Mash Bottled in Bond Bourbon ",4.0,Modern Gin
Roaming Man,4.0,Aged Rum
Giffard Caribbean Pineapple,4.0,Tequila Extra Añejo
Whiskey Acres Artisan series,4.0,Modern Gin
Giffard Abricot du Roussillon,4.0,Single Malt
Giffard Crème de Mûre,4.0,Single Malt
Merlet Crème de Mûre Sauvage,4.0,Aged Rum
Leopold Bros. Rocky Mountain Peach Liqueur,4.0,Bourbon
Leopold Bros. Rocky Mountain Peach Liqueur,4.0,Bourbon
Silkie,4.0,Tequila Reposado
Leopold Bros. Rocky Mountain Blackberry Liqueur,4.0,Blended
Chateau Beaulon,4.0,Tequila Extra Añejo
Schwarzwälder Kirschwasser,4.0,Tequila Extra Añejo
Boë Violet Gin,4.0,Blended Malt
Rothman & Winter Orchard Apricot Liqueur,4.0,Bourbon
Rothman & Winter Orchard Peach Liqueur,4.0,Blended American Whiskey
Atwater Circa Straight Bourbon,4.0,Single Grain
Original Krupnik,4.0,American Single Malt
Aberlour 18 Single Cask Edition ,4.0,Rye
Aberlour 18 Single Cask Edition ,4.0,Wheat Whiskey
Sauvecito Anejo,4.0,Corn
Whiskey Society,4.0,Gold Rum
Warninks Original Advocaat,4.0,Bourbon
Caol Ila Limited Release natural cask strength ,4.0,Barrel-Aged Gin
Bushmills steamship Bourbon cask,4.0,Bourbon
Shortcross Gin,4.0,Bourbon
Highside Distilling Amaro Mele,4.0,Aged Rum
Longueteau XO 42%,4.0,Bourbon
